state,party4
connecticut,republican
kentucky,independent
new york,
ohio,republican
virginia,republican
new york,independent
indiana,independent
south carolina,democrat
pennsylvania,republican
florida,democrat
new york,republican
missouri,democrat
tennessee,republican
missouri,republican
new york,democrat
florida,republican
north carolina,republican
michigan,
michigan,
georgia,democrat
new york,independent
florida,democrat
louisiana,republican
texas,republican
minnesota,democrat
arkansas,democrat
illinois,democrat
texas,democrat
tennessee,independent
nebraska,democrat
iowa,democrat
louisiana,independent
missouri,independent
florida,democrat
missouri,
louisiana,
texas,
minnesota,independent
illinois,democrat
louisiana,republican
indiana,republican
tennessee,democrat
louisiana,republican
missouri,republican
illinois,independent
illinois,republican
iowa,democrat
minnesota,democrat
minnesota,independent
arizona,
utah,democrat
new mexico,
kansas,democrat
north carolina,democrat
utah,
kentucky,democrat
ohio,
indiana,independent
pennsylvania,republican
west virginia,
new york,democrat
florida,independent
virginia,republican
michigan,
california,democrat
california,democrat
oregon,independent
nebraska,democrat
texas,democrat
california,democrat
alabama,republican
texas,republican
texas,democrat
illinois,republican
california,
oregon,independent
california,independent
california,democrat
california,independent
california,republican
nevada,independent
kentucky,republican
indiana,republican
colorado,other\no preference\dk\refused
utah,
new york,
michigan,democrat
colorado,democrat
north carolina,democrat
ohio,independent
florida,republican
michigan,independent
ohio,independent
new york,
south carolina,independent
washington,
georgia,
florida,democrat
new york,
ohio,democrat
north carolina,democrat
virginia,democrat
arizona,independent
tennessee,
nebraska,
missouri,democrat
tennessee,independent
illinois,democrat
kansas,republican
illinois,
illinois,democrat
missouri,independent
california,
new york,
georgia,independent
new jersey,democrat
new york,democrat
florida,
new hampshire,republican
florida,democrat
kentucky,
new jersey,independent
pennsylvania,independent
new york,democrat
ohio,other\no preference\dk\refused
georgia,independent
georgia,independent
ohio,independent
maryland,democrat
new jersey,
pennsylvania,independent
florida,republican
north carolina,democrat
florida,
indiana,democrat
north carolina,democrat
georgia,republican
ohio,independent
delaware,republican
tennessee,democrat
michigan,republican
maryland,
arkansas,republican
kentucky,republican
florida,
georgia,democrat
pennsylvania,
michigan,democrat
new york,democrat
pennsylvania,independent
indiana,
california,democrat
virginia,independent
florida,democrat
indiana,
florida,
colorado,independent
nebraska,democrat
illinois,democrat
kansas,
texas,democrat
kansas,independent
kentucky,independent
texas,democrat
missouri,republican
mississippi,democrat
texas,democrat
louisiana,democrat
tennessee,republican
minnesota,other\no preference\dk\refused
mississippi,democrat
nebraska,republican
texas,independent
minnesota,other\no preference\dk\refused
texas,
mississippi,independent
texas,independent
massachusetts,
california,independent
pennsylvania,republican
north carolina,republican
arizona,independent
california,republican
pennsylvania,independent
washington,democrat
california,independent
pennsylvania,democrat
pennsylvania,democrat
california,democrat
california,republican
idaho,democrat
colorado,independent
idaho,
colorado,republican
california,
california,
nevada,
california,other\no preference\dk\refused
california,democrat
oregon,republican
california,democrat
california,democrat
illinois,democrat
nebraska,democrat
illinois,democrat
missouri,
iowa,independent
arkansas,democrat
california,republican
california,democrat
california,republican
colorado,
oklahoma,
california,republican
california,democrat
california,democrat
california,republican
utah,republican
california,democrat
california,
nevada,
oregon,democrat
georgia,republican
michigan,republican
massachusetts,democrat
new york,democrat
south carolina,democrat
new york,
massachusetts,democrat
pennsylvania,
new york,democrat
new york,democrat
florida,other\no preference\dk\refused
north carolina,democrat
florida,democrat
washington dc,democrat
michigan,democrat
massachusetts,independent
kansas,
virginia,independent
michigan,democrat
north carolina,democrat
ohio,independent
tennessee,independent
rhode island,independent
new jersey,democrat
ohio,republican
michigan,democrat
florida,independent
washington,
texas,democrat
minnesota,independent
missouri,republican
minnesota,republican
minnesota,democrat
new york,democrat
indiana,independent
tennessee,republican
massachusetts,independent
texas,republican
arkansas,other\no preference\dk\refused
missouri,other\no preference\dk\refused
south dakota,independent
texas,republican
kentucky,republican
florida,
florida,democrat
mississippi,democrat
illinois,democrat
texas,independent
louisiana,
missouri,democrat
louisiana,
indiana,independent
oklahoma,
wisconsin,democrat
missouri,democrat
kentucky,independent
indiana,democrat
florida,democrat
florida,independent
florida,independent
kentucky,independent
florida,democrat
north carolina,republican
indiana,republican
maryland,democrat
georgia,democrat
new york,republican
ohio,independent
florida,republican
new york,democrat
north carolina,democrat
ohio,republican
kentucky,republican
connecticut,independent
west virginia,democrat
florida,democrat
north carolina,republican
michigan,democrat
new york,democrat
north carolina,independent
florida,independent
utah,independent
utah,independent
washington,independent
arizona,republican
utah,democrat
ohio,
utah,independent
new mexico,republican
colorado,republican
california,independent
california,democrat
california,democrat
wisconsin,democrat
nebraska,independent
nebraska,
louisiana,
texas,democrat
michigan,
louisiana,democrat
alabama,democrat
alabama,
arkansas,republican
mississippi,independent
missouri,democrat
kansas,democrat
illinois,democrat
illinois,
arkansas,
texas,democrat
illinois,independent
wisconsin,independent
north carolina,independent
north carolina,
connecticut,republican
new york,democrat
north carolina,democrat
virginia,
new york,democrat
north carolina,democrat
maryland,democrat
new york,republican
maryland,independent
ohio,republican
indiana,
wisconsin,democrat
south carolina,independent
georgia,democrat
pennsylvania,republican
michigan,democrat
mississippi,democrat
ohio,republican
new jersey,
indiana,democrat
ohio,republican
wisconsin,independent
michigan,democrat
michigan,republican
tennessee,republican
texas,democrat
montana,democrat
texas,
kansas,other\no preference\dk\refused
louisiana,republican
louisiana,republican
idaho,democrat
texas,democrat
ohio,democrat
massachusetts,other\no preference\dk\refused
california,republican
hawaii,democrat
california,
massachusetts,independent
california,independent
florida,republican
arizona,democrat
california,democrat
maryland,republican
washington,democrat
south carolina,independent
louisiana,republican
ohio,independent
arizona,democrat
california,democrat
michigan,
california,democrat
california,
georgia,independent
connecticut,republican
ohio,democrat
indiana,independent
florida,independent
north carolina,independent
florida,republican
north carolina,democrat
virginia,
california,democrat
south dakota,republican
california,
oregon,independent
colorado,republican
ohio,independent
new jersey,other\no preference\dk\refused
kentucky,republican
oklahoma,
utah,
south carolina,democrat
pennsylvania,
georgia,independent
ohio,independent
north carolina,democrat
pennsylvania,democrat
pennsylvania,independent
washington dc,independent
ohio,independent
south carolina,democrat
connecticut,democrat
new jersey,
new york,independent
maryland,independent
georgia,other\no preference\dk\refused
new york,
ohio,democrat
new jersey,republican
pennsylvania,democrat
new jersey,other\no preference\dk\refused
